,Unnamed:_0,Unnamed:_0,Unnamed:_0.1,Unnamed:_0.1.1,placename,'ee,deesel,thasel,thaself,thaseln,thasels,thasen,theesel,theeself,theeseln,theesels,theesen,thysen,yesel,yeself,you,yoursel,yourself,yourselfs,yourseln,yoursels,yourselt,yourselve,yourselves,yoursen,longitude,latitude
379,379,379,379,379,Newark-on-Trent,0.01,0.01,0.01,0.19480519671782764,0.01,0.01,0.1952603496587662,0.01,0.01,0.01,0.01,0.1840780379897866,0.01,0.01,0.01,0.01,0.01,0.5954810077943681,0.01,0.01,0.01,0.01,0.01,0.01,0.6610942266642954,-0.80657,53.07004000000001
380,380,380,380,380,Malton,0.01,0.01,0.01,0.29090909507438023,0.01,0.01,0.31588785324692115,0.01,0.5000000150000001,0.01,0.01,0.6986784164492228,0.01,0.01,0.01,0.01,0.03571428640306122,0.5326531047063761,0.01,0.01,0.01,0.01,0.01,0.01,0.4085106397483024,-0.7978970000000001,54.13684
381,381,381,381,381,Chichester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3389831,0.01,0.9377378112439028,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.774936,50.83761
382,382,382,382,382,Gainsborough,0.01,0.01,0.01,0.3636363606611571,0.01,0.01,0.4252336481810639,0.01,0.01,0.01,0.01,0.74449338984533,0.01,0.01,0.01,0.01,0.01,0.2959183710953771,0.01,0.01,0.01,0.01,0.01,0.01,0.9574468089180624,-0.774465,53.400569999999995
383,383,383,383,383,Milton Keynes,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.03571428640306122,0.7551020820491494,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,-0.7594171,52.040620000000004
384,384,384,384,384,Aldershot,0.01,0.01,0.01,0.282131656876603,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17241379999999998,0.01,0.9366642397276927,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.7557509,51.24837
385,385,385,385,385,High Wycombe,0.01,0.01,0.01,0.272727278677686,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.748229,51.628609999999995
386,386,386,386,386,Midhurst,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17241379999999998,0.01,0.9683321198638464,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.737274,50.9869
387,387,387,387,387,Kettering,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1785714,0.01,0.9672012422205096,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.7302489999999999,52.39632
388,388,388,388,388,Wellingborough,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6666667,0.01,0.8775509491878326,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.693964,52.30242
389,389,389,389,389,Corby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1785714,0.01,0.9672012422205096,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.6842333,52.4923
390,390,390,390,390,Bognor Regis,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.673061,50.783
391,391,391,391,391,Scunthorpe,0.01,0.01,0.01,0.29090909507438023,0.01,0.01,0.07289720026762164,0.01,0.01,0.01,0.01,0.5841409726505852,0.01,0.01,0.01,0.01,0.01,0.4510203429404362,0.01,0.01,0.01,0.01,0.01,0.01,0.8340425543974649,-0.654413,53.58865
392,392,392,392,392,Grantham,0.01,0.01,0.01,0.01,0.01,0.01,0.1952603496587662,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7376093867436235,0.01,0.01,0.01,0.01,0.01,0.01,0.4787234044590312,-0.643582,52.912519999999994
393,393,393,393,393,Whitby,0.01,0.01,0.3457446850882752,0.18181818033057856,0.01,0.01,0.12149532648964975,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1309523806207483,0.7346939375260358,0.01,0.01,0.01,0.01,0.01,0.01,0.1276595732458126,-0.613347,54.48634000000001
394,394,394,394,394,Slough,0.01,0.01,0.01,0.272727278677686,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.5950406,51.51054
395,395,395,395,395,Guildford,0.01,0.01,0.01,0.282131656876603,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17241379999999998,0.01,0.9366642397276927,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.570409,51.23622
396,396,396,396,396,Woking,0.01,0.01,0.01,0.282131656876603,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17241379999999998,0.03694581211646727,0.904996543265024,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.5600349,51.31677
397,397,397,397,397,Lincoln,0.01,0.01,0.01,0.19480519671782764,0.01,0.01,0.1952603496587662,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6938774648063238,0.01,0.01,0.01,0.01,0.01,0.01,0.5243161100103472,-0.540579,53.23069
398,398,398,398,398,Bedford,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,-0.46677820000000003,52.13864
399,399,399,399,399,Heathrow,0.01,0.01,0.01,0.282131656876603,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03694581211646727,0.9366642397276927,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.4542955,51.47002
400,400,400,400,400,Driffield,0.01,0.01,0.01,0.4727272754049587,0.01,0.01,0.31588785324692115,0.01,0.01,0.01,0.01,0.6986784164492228,0.01,0.01,0.01,0.01,0.01,0.491836631986664,0.01,0.01,0.01,0.01,0.01,0.01,0.5787234040760525,-0.443377,54.006
401,401,401,401,401,Beverley,0.01,0.01,0.01,0.4727272754049587,0.01,0.01,0.19439252675727145,0.01,0.01,0.01,0.01,0.5841409726505852,0.01,0.01,0.01,0.01,0.01,0.4408163625156214,0.01,0.01,0.01,0.01,0.01,0.01,0.770212765859665,-0.435093,53.84196
402,402,402,402,402,Luton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46875,0.06696428566645407,0.8278061083923354,0.01,0.01,0.01,0.01,0.01,0.01,0.0598404255573789,-0.4200255,51.87867
403,403,403,403,403,Scarborough,0.01,0.01,0.01,0.29090909507438023,0.01,0.01,0.19439252675727145,0.01,0.01,0.01,0.01,0.4123348017984437,0.01,0.01,0.01,0.01,0.03571428640306122,0.6959182608912866,0.01,0.01,0.01,0.01,0.01,0.01,0.2808510626727026,-0.399752,54.28311
404,404,404,404,404,Worthing,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.372882,50.81787
405,405,405,405,405,Dorking,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.332378,51.2322
406,406,406,406,406,Hull,0.01,0.01,0.01,0.4727272754049587,0.01,0.01,0.19439252675727145,0.01,0.01,0.01,0.01,0.5841409726505852,0.01,0.01,0.01,0.01,0.01,0.4714284874635501,0.01,0.01,0.01,0.01,0.01,0.01,0.7063829773218651,-0.3274198,53.767619999999994
407,407,407,407,407,Horsham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1694915,0.01,0.9688688137852092,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.325858,51.06288
408,408,408,408,408,Biggleswade,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,-0.26421999999999995,52.08694000000001
409,409,409,409,409,Peterborough,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3571429,0.01,0.8360058437555791,0.01,0.01,0.01,0.01,0.01,0.01,0.2051671749809222,-0.2405299,52.5695
410,410,410,410,410,Welwyn Garden City,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46875,0.033482142833227035,0.8565050903269462,0.01,0.01,0.01,0.01,0.01,0.01,0.0598404255573789,-0.208661,51.80317
411,411,411,411,411,Bridlington,0.01,0.01,0.01,0.4727272754049587,0.01,0.01,0.19439252675727145,0.01,0.01,0.01,0.01,0.5841409726505852,0.01,0.01,0.01,0.01,0.03571428640306122,0.5020407960849631,0.01,0.01,0.01,0.01,0.01,0.01,0.5787234040760525,-0.198802,54.08535
412,412,412,412,412,Stevenage,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46875,0.033482142833227035,0.8565050903269462,0.01,0.01,0.01,0.01,0.01,0.01,0.0598404255573789,-0.19661199999999998,51.90376
413,413,413,413,413,Crawley,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.18722750000000002,51.109140000000004
414,414,414,414,414,Huntingdon,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5232557999999999,0.01,0.8718557854576151,0.01,0.01,0.01,0.01,0.01,0.01,0.06679861279438239,-0.182552,52.33146
415,415,415,415,415,Hove,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.168749,50.82793
416,416,416,416,416,Spalding,0.01,0.01,0.01,0.01,0.01,0.01,0.1952603496587662,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8688046015350697,0.01,0.01,0.01,0.01,0.01,0.01,0.2051671749809222,-0.1537024,52.7901
417,417,417,417,417,Brighton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.137163,50.82253
418,418,418,418,418,London,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03694581211646727,0.9683321198638464,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.12775830000000002,51.50735
419,419,419,419,419,Grimsby,0.01,0.01,0.01,0.29090909507438023,0.01,0.01,0.07289720026762164,0.01,0.01,0.01,0.01,0.5841409726505852,0.01,0.01,0.01,0.01,0.01,0.4816326515618492,0.01,0.01,0.01,0.01,0.01,0.01,0.770212765859665,-0.08078400000000001,53.56746999999999
420,420,420,420,420,Boston,0.01,0.01,0.01,0.01,0.01,0.01,0.1952603496587662,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7704081445231139,0.01,0.01,0.01,0.01,0.01,0.01,0.4103343461320572,-0.026576999999999996,52.97894
421,421,421,421,421,Royston,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,-0.024066,52.048140000000004
422,422,422,422,422,Louth_Lincs,0.01,0.01,0.01,0.3116883114757969,0.01,0.01,0.27336448733535684,0.01,0.01,0.01,0.01,0.07363121313424065,0.01,0.01,0.01,0.01,0.01,0.6413993788897453,0.01,0.01,0.01,0.01,0.01,0.01,0.5516717325751795,-0.007711,53.36596
423,423,423,423,423,Lewes,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00878,50.873870000000004
424,424,424,424,424,Chatteris,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3571429,0.03826530640123906,0.8360058437555791,0.01,0.01,0.01,0.01,0.01,0.01,0.13677811665394812,0.054012,52.4561
425,425,425,425,425,Uckfield,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.095913,50.966409999999996
426,426,426,426,426,Cambridge,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.0714285706632653,0.8163265156184911,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,0.12181700000000001,52.20534
427,427,427,427,427,Bishop's Stortford,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3333333,0.03571428640306122,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15365020000000001,51.87216
428,428,428,428,428,Wisbech,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9344023007675348,0.01,0.01,0.01,0.01,0.01,0.01,0.13677811665394812,0.158797,52.66631999999999
429,429,429,429,429,Sevenoaks,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.190898,51.27241
430,430,430,430,430,Tunbridge Wells,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26369499999999996,51.13238
431,431,431,431,431,Eastbourne,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29047199999999995,50.768029999999996
432,432,432,432,432,Brentwood,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.30717490000000003,51.62047000000001
433,433,433,433,433,Skegness,0.01,0.01,0.01,0.3116883114757969,0.01,0.01,0.0781041376765906,0.01,0.01,0.01,0.01,0.07363121313424065,0.01,0.01,0.01,0.01,0.01,0.7069970781222102,0.01,0.01,0.01,0.01,0.01,0.01,0.4832826742482054,0.337881,53.1464
434,434,434,434,434,Downham Market,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03826530640123906,0.9016035429880442,0.01,0.01,0.01,0.01,0.01,0.01,0.13677811665394812,0.385472,52.606609999999996
435,435,435,435,435,King's Lynn,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03826530640123906,0.9016035429880442,0.01,0.01,0.01,0.01,0.01,0.01,0.13677811665394812,0.4022963,52.75168000000001
436,436,436,436,436,Bexhill,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.01,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4662071,50.849909999999994
437,437,437,437,437,Chelmsford,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4685497,51.73559
438,438,438,438,438,Mildenhall,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3333333,0.03571428640306122,0.9081632578092454,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5156095,52.34757000000001
439,439,439,439,439,Medway,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5417860999999999,51.404740000000004
440,440,440,440,440,Braintree,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5509269,51.88009
441,441,441,441,441,Gillingham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.551438,51.38632
442,442,442,442,442,Hastings,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3333333,0.01,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.573453,50.85426
443,443,443,443,443,Maldon,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6714479999999999,51.7318
444,444,444,444,444,Southend,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7077123000000001,51.54593
445,445,445,445,445,Bury St Edmunds,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7104931999999999,52.24292
446,446,446,446,446,Thetford,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.751657,52.412859999999995
447,447,447,447,447,Ashford,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8750190000000001,51.14647
448,448,448,448,448,Faversham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.889358,51.31599
449,449,449,449,449,Colchester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.891874,51.89593
450,450,450,450,450,New Romney,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.939473,50.98512
451,451,451,451,451,Canterbury,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0789089,51.280229999999996
452,452,452,452,452,Ipswich,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.14822,52.05674000000001
453,453,453,453,453,Clacton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.153035,51.78953
454,454,454,454,454,Folkestone,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.169456,51.0814
455,455,455,455,455,Sheringham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03652597497391002,0.8434600484457181,0.01,0.01,0.01,0.01,0.01,0.01,0.2611218562813284,1.2109589,52.944419999999994
456,456,456,456,456,Harwich,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.260297,51.93473
457,457,457,457,457,Norwich,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.297355,52.63089
458,458,458,458,458,Cromer,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.2553191503214124,1.301866,52.93145
459,459,459,459,459,Dover,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.3134027,51.12788
460,460,460,460,460,Felixstowe,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.3512549999999999,51.961729999999996
461,461,461,461,461,Margate,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.3868339,51.38965
462,462,462,462,462,Ramsgate,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1666667,0.03571428640306122,0.9387755664306584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.4198950000000001,51.33555
463,463,463,463,463,Great Yarmouth,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.728047,52.59823000000001
464,464,464,464,464,Lowestoft,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.7534490000000005,52.48114
465,465,465,465,465,Swaffham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03652597497391002,0.9686919362197498,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.687481,52.64747
466,466,466,466,466,Dereham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03652597497391002,0.9686919362197498,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9378270000000001,52.681619999999995
467,467,467,467,467,Ely,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3488372,0.03737541425901756,0.9038917472564691,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.262363,52.39954
468,468,468,468,468,March,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3571429,0.01,0.8688046015350697,0.01,0.01,0.01,0.01,0.01,0.01,0.13677811665394812,0.088622,52.551719999999996
469,469,469,469,469,St Neots,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.0638297885377999,-0.26510300000000003,52.23008
470,470,470,470,470,Banham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.9693876913785872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0402849,52.45125
471,471,471,471,471,Holt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03652597497391002,0.8434600484457181,0.01,0.01,0.01,0.01,0.01,0.01,0.2611218562813284,1.086747,52.90936
472,472,472,472,472,Cromer,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428640306122,0.846938824239904,0.01,0.01,0.01,0.01,0.01,0.01,0.2553191503214124,1.301866,52.93145
473,473,473,473,473,Hunstanton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8688046015350697,0.01,0.01,0.01,0.01,0.01,0.01,0.27355622947810904,0.49103199999999997,52.93891
474,474,474,474,474,Horncastle,0.01,0.01,0.01,0.3116883114757969,0.01,0.01,0.27336448733535684,0.01,0.01,0.01,0.01,0.07363121313424065,0.01,0.01,0.01,0.01,0.01,0.6086006211102549,0.01,0.01,0.01,0.01,0.01,0.01,0.6200607909021534,-0.11245,53.20731
475,475,475,475,475,Market Weighton,0.01,0.01,0.01,0.4727272754049587,0.01,0.01,0.31588785324692115,0.01,0.01,0.01,0.01,0.6986784164492228,0.01,0.01,0.01,0.01,0.01,0.4612245070387353,0.01,0.01,0.01,0.01,0.01,0.01,0.6425531926138525,-0.6677465,53.86484
