,Unnamed:_0,Unnamed:_0,placename,emself,emselfs,emsels,emselves,emsens,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens,theyselves,theysens,longitude,latitude
347,347,347,Castleford,0.01,0.01,0.01,0.01,0.01,0.031512600112545,0.04705881562352948,0.35570784883039425,0.2352940894117636,1.0,0.06359300256520431,0.59912854,0.6559220363324333,0.8622668581831542,0.01,0.016415866107593918,0.9333333397333332,0.31764706231764706,0.11764703764705925,0.1764705617647056,0.01,0.01,0.8619756364457328,0.26470588566176473,0.01,0.01,-1.345968,53.72346999999999
348,348,348,Thirsk,0.01,0.01,0.01,0.01,0.01,0.13865546299519807,0.04705881562352948,0.12312964458019995,0.2352940894117636,1.0,0.0960254365491342,0.38986928,0.7629685745775732,0.3012912479987402,0.01,0.016415866107593918,0.3999999976,0.3926470593926471,0.11764703764705925,0.1764705617647056,0.01,0.4448430472888609,0.0568335495284745,0.014705880036764703,0.01,0.01,-1.341377,54.23385
349,349,349,Banbury,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27777777666666664,0.01,0.01,0.01,0.01,0.6000000024000001,0.01,0.01,0.01,0.01,0.7979627059265634,0.01,0.01,0.01,0.01,-1.339775,52.0629
350,350,350,Stockton,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.23257820425019424,0.01,0.01,0.3027027009671293,0.23518518666666666,0.2854573282738883,0.01,0.01,0.09302325522985397,0.3999999976,0.3750000033750001,0.01,0.01,0.022222222000000003,0.5007994617725139,0.01,0.01,0.01,0.01,-1.3289821000000002,54.57046
351,351,351,Newbury,0.01,0.01,0.01,0.01,0.01,0.01,0.27586206979310346,0.01,0.01,0.01,0.01,0.34482758666666663,0.01,0.01,0.01,0.01,0.01,0.2586206882586207,0.01,0.01,0.022988506000000002,0.7648703526359811,0.01,0.01,0.01,0.01,-1.3231138999999998,51.40141
352,352,352,Isle of Wight,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.09259259333333332,0.01,0.01,0.01,0.01,0.2000000048,0.5249999975249999,0.01,1.0,0.01,0.8021716994169201,0.01,0.01,0.01,0.01,-1.304734,50.69385
353,353,353,Isle of Wight,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.09259259333333332,0.01,0.01,0.01,0.01,0.2000000048,0.5249999975249999,0.01,1.0,0.01,0.8021716994169201,0.01,0.01,0.01,0.01,-1.304734,50.69385
354,354,354,Abingdon,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3148148133333333,0.01,0.01,0.01,0.01,0.01,0.0999999991,0.01,0.01,0.01,0.8400537015261899,0.01,0.01,0.01,0.01,-1.2879528999999998,51.67078
355,355,355,Shetland Islands,0.01,0.01,0.5172414517241452,0.01,0.01,0.2770935920610485,0.01,0.06874232272620405,0.01,0.01,0.6570363439847862,0.22030651333333331,0.01,0.01,0.01,0.01,0.06896551227586205,0.05172413405172414,0.01,0.01,0.396551724,0.3163822991041664,0.01,0.01,0.01,0.01,-1.2659409,60.52965
356,356,356,Rugby,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.01,0.01,0.01,0.01,0.08108108252739224,0.11111111,0.01,0.07317073309934563,0.01,0.01,0.6000000024000001,0.01,0.01,0.01,0.01,0.7727079873443805,0.01,0.1250000028125,0.01,0.01,-1.265032,52.37088
357,357,357,Oxford,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3148148133333333,0.01,0.01,0.01,0.01,0.01,0.0999999991,0.01,0.01,0.01,0.8400537015261899,0.01,0.01,0.01,0.01,-1.2577263,51.75202
358,358,358,Middlesbrough,0.01,0.01,0.01,0.01,0.01,0.8214285725765305,0.01,0.23257820425019424,0.01,0.01,0.2486486475704893,0.23518518666666666,0.2854573282738883,0.01,0.01,0.09302325522985397,0.3999999976,0.3750000033750001,0.01,0.01,0.022222222000000003,0.5344723188634187,0.01,0.01,0.01,0.01,-1.234956,54.57423000000001
359,359,359,Hartlepool,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.23257820425019424,0.01,0.01,0.3027027009671293,0.17962963,0.2854573282738883,0.01,0.01,0.09302325522985397,0.3999999976,0.3750000033750001,0.01,0.01,0.022222222000000003,0.5260540288266883,0.01,0.01,0.01,0.01,-1.212926,54.69174
360,360,360,Loughborough,0.01,0.01,0.01,0.4916666629791667,0.01,0.01,0.4000000047999999,0.01,0.01,0.01,0.01,0.24074074,0.26761626532798616,0.12195122036882805,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.01,0.6801075545803886,0.3220568289698804,0.1250000028125,0.01,0.01,-1.206166,52.7721
361,361,361,Mansfield,0.01,0.01,0.01,0.4916666629791667,0.9333331280000248,0.01,0.11428571908571425,0.15663430326261352,0.01,0.01,0.10424710193676301,0.2658730166666667,0.26761626532798616,0.4634146356454491,0.01,0.01,0.01,0.4178571394178571,0.01,0.01,0.01,0.3632215763761775,0.3220568289698804,0.249999998125,0.01,1.0,-1.198674,53.1472
362,362,362,Nottingham,0.01,0.01,0.01,0.4916666629791667,0.9333331280000248,0.01,0.4000000047999999,0.0996763715413454,0.01,0.01,0.08108108252739224,0.3796296300000001,0.26761626532798616,0.12195122036882805,0.01,0.01,0.01,0.3750000033750001,0.01,0.01,0.01,0.4654428254518565,0.3220568289698804,0.249999998125,0.01,0.01,-1.1581086,52.95478000000001
363,363,363,Bicester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.01,0.8232172729807379,0.01,0.01,0.01,0.01,-1.1535898999999998,51.8996
364,364,364,Leicester,0.01,0.01,0.01,0.4916666629791667,0.01,0.01,0.4000000047999999,0.01,0.01,0.01,0.01,0.055555556666666665,0.01,0.07317073309934563,0.01,0.01,0.3999999976,0.01,0.01,0.01,0.01,0.7979627059265634,0.01,0.1250000028125,0.01,0.01,-1.1397591999999999,52.63688000000001
365,365,365,Doncaster,0.01,0.01,0.01,0.01,0.01,0.01,0.11428571908571425,0.056957931721268125,0.01,0.01,0.023166024274235617,0.21957672,0.1784107900287484,1.0,0.01,0.01,0.8000000072000001,0.34285714234285714,0.01,0.01,0.031746032,0.1569751372843756,0.01,0.750000001875,0.01,1.0,-1.128462,53.522819999999996
366,366,366,Worksop,0.01,0.01,0.01,0.01,0.9333331280000248,0.01,0.11428571908571425,0.15663430326261352,0.01,0.01,0.10424710193676301,0.19179894333333333,0.01,0.5609756101844139,0.01,0.01,0.2000000048,0.4178571394178571,0.01,0.01,0.01,0.32954871928527263,0.01,0.750000001875,0.01,1.0,-1.122745,53.3093
367,367,367,Basingstoke,0.01,0.01,0.01,0.01,0.01,0.01,0.4912280600701754,0.10492250265466099,0.01,0.01,0.01,0.3508771933333334,0.01,0.01,0.01,0.01,0.21052632084210526,0.34210526434210525,0.01,0.01,0.023391812,0.6942855757458208,0.01,0.01,0.01,0.01,-1.0923964,51.26654
368,368,368,Portsmouth,0.01,0.01,0.01,0.01,0.01,0.01,0.4827586281379309,0.10311349605047117,0.01,0.01,0.01,0.21072797,0.01,0.01,0.01,0.01,0.20689654882758612,0.23275862123275864,0.01,0.01,0.01,0.7953500600050913,0.01,0.01,0.01,0.01,-1.0879769,50.81977
369,369,369,York,0.01,0.01,0.01,0.01,0.01,0.031512600112545,0.04705881562352948,0.15635509378653836,0.2352940894117636,1.0,0.06359300256520431,0.5435729833333334,0.7451275116316709,0.7403156378143262,0.01,0.016415866107593918,0.3999999976,0.4176470614176471,0.11764703764705925,0.1764705617647056,0.01,0.14431239620331418,0.8619756364457328,0.26470588566176473,0.01,0.01,-1.0872979,53.95997
370,370,370,Selby,0.01,0.01,0.01,0.01,0.01,0.031512600112545,0.04705881562352948,0.02345326107768949,0.2352940894117636,1.0,0.06359300256520431,0.5065359466666668,0.6559220363324333,0.8134863709136718,0.01,0.016415866107593918,0.8000000072000001,0.4176470614176471,0.11764703764705925,0.1764705617647056,0.02614379,0.13589425769459226,0.0568335495284745,0.26470588566176473,0.01,0.01,-1.067189,53.783519999999996
371,371,371,Helmsley,0.01,0.01,0.01,0.24583333886458336,0.01,0.10714286288265308,0.01,0.0996763715413454,0.01,0.01,0.08648648738056976,0.43888889,0.7314843836306228,0.07317073309934563,0.01,0.01,0.3999999976,0.3750000033750001,0.01,0.01,0.01,0.5176358903179663,0.01,0.01,0.01,0.01,-1.0562636,54.24651
372,372,372,Towcester,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.01,0.27777777666666664,0.01,0.01,0.01,0.01,0.3999999976,0.15000000315,0.01,0.01,0.01,0.7474532687621981,0.01,0.01,0.01,0.01,-0.9896879999999999,52.13511
373,373,373,Reading,0.01,0.01,0.01,0.01,0.01,0.01,0.2909090856727273,0.01,0.01,0.01,0.01,0.3636363633333333,0.01,0.01,0.01,0.01,0.01,0.2727272702727273,0.01,0.01,0.024242424,0.752045022001867,0.01,0.01,0.01,0.01,-0.9781303,51.45426
374,374,374,Retford,0.01,0.01,0.01,0.01,0.9333331280000248,0.01,0.11428571908571425,0.15663430326261352,0.01,0.01,0.10424710193676301,0.19179894333333333,0.26761626532798616,0.5609756101844139,0.01,0.01,0.2000000048,0.4178571394178571,0.01,0.01,0.01,0.3042940007030899,0.01,0.750000001875,0.01,1.0,-0.9455030000000001,53.32136
375,375,375,Petersfield,0.01,0.01,0.01,0.01,0.01,0.01,0.4827586281379309,0.10311349605047117,0.01,0.01,0.01,0.2681992333333333,0.01,0.01,0.01,0.01,0.20689654882758612,0.23275862123275864,0.01,0.01,0.01,0.7692245099584208,0.01,0.01,0.01,0.01,-0.93899,51.00759
376,376,376,Northampton,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16666666666666669,0.01,0.01,0.01,0.01,0.3999999976,0.01,0.01,0.01,0.01,0.8484719915629204,0.01,0.01,0.01,0.01,-0.9026559999999999,52.24048
377,377,377,Melton Mowbray,0.01,0.01,0.01,0.5267857198169643,0.01,0.01,0.4285714285714285,0.10679611151135827,0.01,0.01,0.01,0.18849206333333327,0.2867316096280177,0.13066202182374434,0.01,0.01,0.21428571685714287,0.24107142624107145,0.01,0.01,0.01,0.6798069230116494,0.01,0.01,0.01,0.01,-0.887126,52.7664
378,378,378,Aylesbury,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.01,0.38888889,0.01,0.01,0.01,0.01,0.2000000048,0.4500000004500001,0.01,0.01,0.066666666,0.6464346974894838,0.01,0.01,0.01,0.01,-0.8084,51.81561
379,379,379,Newark-on-Trent,0.01,0.01,0.01,0.5267857198169643,1.0,0.01,0.12244898302040813,0.16782246607263376,0.01,0.01,0.11169332732606847,0.2650226766666667,0.2867316096280177,0.2874564436219937,0.01,0.01,0.01,0.447704082447704,0.01,0.01,0.010204082,0.4440107039385159,0.01,0.2678571456696429,0.01,0.01,-0.80657,53.07004000000001
380,380,380,Malton,0.01,0.01,0.01,0.24583333886458336,0.01,0.10714286288265308,0.07272727141818182,0.13592232591648598,0.01,0.01,0.10122850194328972,0.6712121200000001,0.6017310379997893,0.2328159641631064,0.01,0.01,0.036363636145454535,0.5022727295022726,0.01,0.01,0.01,0.3706996351205557,0.08783368062814917,0.02272727255681818,0.01,0.01,-0.7978970000000001,54.13684
381,381,381,Chichester,0.01,0.01,0.01,0.01,0.01,0.01,0.4745762602033899,0.10136580237839632,0.01,0.01,0.01,0.15065913333333333,0.01,0.01,0.01,0.01,0.20338983681355932,0.22881356122881355,0.01,0.01,0.01,0.8245014728522421,0.01,0.01,0.01,0.01,-0.774936,50.83761
382,382,382,Gainsborough,0.01,0.01,0.01,0.01,0.01,0.01,0.11428571908571425,0.15663430326261352,0.01,0.01,0.023166024274235617,0.33994709,0.1784107900287484,0.7073170719928613,0.01,0.01,0.2000000048,0.5178571475178572,0.01,0.01,0.031746032,0.1864388493569152,0.01,1.0,0.01,1.0,-0.774465,53.400569999999995
383,383,383,Milton Keynes,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.01,0.4444444433333333,0.01,0.01,0.01,0.01,0.2000000048,0.4500000004500001,0.01,0.01,0.01,0.6464346974894838,0.01,0.01,0.01,0.01,-0.7594171,52.040620000000004
384,384,384,Aldershot,0.01,0.01,0.01,0.01,0.01,0.01,0.2962962936296296,0.01,0.01,0.01,0.01,0.3086419766666667,0.01,0.01,0.01,0.01,0.01,0.2777777822777778,0.01,0.01,0.024691357999999997,0.7755141345326271,0.01,0.01,0.01,0.01,-0.7557509,51.24837
385,385,385,High Wycombe,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3639846733333333,0.01,0.01,0.01,0.01,0.01,0.2586206882586207,0.01,0.01,0.091954022,0.7213278702435358,0.01,0.01,0.01,0.01,-0.748229,51.628609999999995
386,386,386,Midhurst,0.01,0.01,0.01,0.01,0.01,0.01,0.2807017417543861,0.01,0.01,0.01,0.01,0.2729044833333333,0.01,0.01,0.01,0.01,0.21052632084210526,0.15789474015789476,0.01,0.01,0.01,0.8050516407452755,0.01,0.01,0.01,0.01,-0.737274,50.9869
387,387,387,Kettering,0.01,0.01,0.01,0.26339285990848216,0.01,0.01,0.2142857022857144,0.01,0.01,0.01,0.01,0.2083333333333333,0.01,0.01,0.01,0.01,0.3214285692857143,0.01,0.01,0.01,0.01,0.8241193192149636,0.01,0.01,0.01,0.01,-0.7302489999999999,52.39632
388,388,388,Wellingborough,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.19999999040000005,0.19935275504385586,0.01,0.01,0.01,0.13888889,0.01,0.01,0.01,0.01,0.500000006,0.2999999973,0.01,0.01,0.01,0.7600807038172936,0.01,0.01,0.01,0.01,-0.693964,52.30242
389,389,389,Corby,0.01,0.01,0.01,0.26339285990848216,0.01,0.01,0.2142857022857144,0.01,0.01,0.01,0.01,0.2083333333333333,0.01,0.01,0.01,0.01,0.3214285692857143,0.01,0.01,0.01,0.01,0.8241193192149636,0.01,0.01,0.01,0.01,-0.6842333,52.4923
390,390,390,Bognor Regis,0.01,0.01,0.01,0.01,0.01,0.01,0.27118643783050844,0.01,0.01,0.01,0.01,0.15065913333333333,0.01,0.01,0.01,0.01,0.20338983681355932,0.1525423771525424,0.01,0.01,0.01,0.8630254991332597,0.01,0.01,0.01,0.01,-0.673061,50.783
391,391,391,Scunthorpe,0.01,0.01,0.01,0.01,0.01,0.01,0.07272727141818182,0.8336569625893989,0.01,0.01,0.014742014562719966,0.4175084166666667,0.4054791850251388,0.3059866972624519,0.01,0.01,0.2363636409454546,0.12727272612727272,0.01,0.01,0.022222222000000003,0.3227157152728112,0.08783368062814917,0.7727272744318182,0.01,0.01,-0.654413,53.58865
392,392,392,Grantham,0.01,0.01,0.01,0.5267857198169643,1.0,0.01,0.01,0.10679611151135827,0.01,0.01,0.01,0.18849206333333327,0.2867316096280177,0.20905923491799092,0.01,0.01,0.01,0.4017857134017857,0.01,0.01,0.01,0.6256897554944055,0.01,0.01,0.01,0.01,-0.643582,52.912519999999994
393,393,393,Whitby,0.01,0.01,0.01,0.24583333886458336,0.01,0.8214285725765305,0.01,0.0996763715413454,0.01,0.01,0.032432433983929865,0.29074074,0.5530734330321474,0.01,0.01,0.01,0.3999999976,0.3750000033750001,0.01,0.01,0.01,0.5765634659910537,0.01,0.01,0.01,0.01,-0.613347,54.48634000000001
394,394,394,Slough,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3313840166666667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09356725199999999,0.778467870001091,0.01,0.01,0.01,0.01,-0.5950406,51.51054
395,395,395,Guildford,0.01,0.01,0.01,0.01,0.01,0.01,0.2962962936296296,0.01,0.01,0.01,0.01,0.3292181066666666,0.01,0.01,0.01,0.01,0.01,0.16666667116666667,0.01,0.01,0.024691357999999997,0.7568069411950104,0.01,0.13888889284722225,0.01,0.01,-0.570409,51.23622
396,396,396,Woking,0.01,0.01,0.01,0.01,0.01,0.01,0.2909090856727273,0.01,0.01,0.01,0.01,0.3838383833333333,0.01,0.01,0.01,0.01,0.01,0.16363636216363636,0.01,0.01,0.024242424,0.7336780090431916,0.01,0.1363636353409091,0.01,0.01,-0.5600349,51.31677
397,397,397,Lincoln,0.01,0.01,0.01,0.5267857198169643,0.01,0.01,0.01,0.5339805814791215,0.01,0.01,0.01,0.2678571433333333,0.4778860160466963,0.2351916392827399,0.01,0.01,0.21428571685714287,0.4017857134017857,0.01,0.01,0.023809524,0.463338252942674,0.01,0.2678571456696429,0.01,0.01,-0.540579,53.23069
398,398,398,Bedford,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.19999999040000005,0.19935275504385586,0.01,0.01,0.01,0.36111111,0.01,0.01,0.01,0.01,0.30000000120000003,0.4500000004500001,1.0,0.01,0.01,0.6338072624343885,0.01,0.01,0.01,0.01,-0.46677820000000003,52.13864
399,399,399,Heathrow,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3086419766666667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.074074074,0.8035748487750474,0.01,0.01,0.01,0.01,-0.4542955,51.47002
400,400,400,Driffield,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.07272727141818182,0.9333333341307444,0.01,0.01,0.06879606795935984,0.6489899,0.6730952897833979,0.2328159641631064,0.01,0.01,0.036363636145454535,0.20227272320227274,0.01,0.01,0.022222222000000003,0.2764154231268109,0.08783368062814917,0.2727272706818182,0.01,0.01,-0.443377,54.006
401,401,401,Beverley,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.07272727141818182,0.8336569625893989,0.01,0.01,0.014742014562719966,0.4730639733333333,0.6730952897833979,0.3059866972624519,0.01,0.01,0.2363636409454546,0.12727272612727272,0.01,0.01,0.022222222000000003,0.2974609966906282,0.08783368062814917,0.5227272763068181,0.01,0.01,-0.435093,53.84196
402,402,402,Luton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1929220140649905,0.01,0.01,0.01,0.2688172033333333,0.01,0.01,0.01,0.01,0.1935483847741936,0.4354838734354839,0.967741900645162,0.01,0.06451613,0.6822800116373511,0.01,0.01,0.01,0.01,-0.4200255,51.87867
403,403,403,Scarborough,0.01,0.01,0.01,0.24583333886458336,0.01,0.10714286288265308,0.07272727141818182,0.5346278360041977,0.01,0.01,0.04717444854664983,0.4675084166666666,0.6017310379997893,0.013303769255313394,0.01,0.01,0.2363636409454546,0.5022727295022726,0.01,0.01,0.01,0.4296272107936431,0.08783368062814917,0.2727272706818182,0.01,0.01,-0.399752,54.28311
404,404,404,Worthing,0.01,0.01,0.01,0.01,0.01,0.01,0.2666666618666667,0.01,0.01,0.01,0.01,0.09259259333333332,0.01,0.01,0.01,0.01,0.2000000048,0.01,0.01,0.01,0.01,0.9158177057447296,0.01,0.01,0.01,0.01,-0.372882,50.81787
405,405,405,Dorking,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05847953333333334,0.01,0.01,0.01,0.01,0.01,0.15789474015789476,0.01,0.01,0.01,0.9202483847114301,0.01,0.1315789503289474,0.01,0.01,-0.332378,51.2322
406,406,406,Hull,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.07272727141818182,0.8336569625893989,0.01,0.01,0.014742014562719966,0.4730639733333333,0.6730952897833979,0.2328159641631064,0.01,0.01,0.2363636409454546,0.12727272612727272,0.01,0.01,0.022222222000000003,0.3227157152728112,0.08783368062814917,0.5227272763068181,0.01,0.01,-0.3274198,53.767619999999994
407,407,407,Horsham,0.01,0.01,0.01,0.01,0.01,0.01,0.2807017417543861,0.01,0.01,0.01,0.01,0.09746588666666668,0.01,0.01,0.01,0.01,0.01,0.15789474015789476,0.01,0.01,0.01,0.8848032560338449,0.01,0.1315789503289474,0.01,0.01,-0.325858,51.06288
408,408,408,Biggleswade,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.19935275504385586,0.01,0.01,0.01,0.4166666666666667,0.01,0.01,0.01,0.01,0.30000000120000003,0.4500000004500001,1.0,0.01,0.01,0.6338072624343885,0.01,0.01,0.01,0.01,-0.26421999999999995,52.08694000000001
409,409,409,Peterborough,0.01,0.01,0.01,0.7901785797254466,0.01,0.01,0.2142857022857144,0.01,0.01,0.01,0.01,0.2083333333333333,0.01,0.15679442618849326,0.01,0.01,0.5357142861428572,0.01,0.01,0.01,0.01,0.6888264761858582,0.01,0.01,0.01,0.01,-0.2405299,52.5695
410,410,410,Welwyn Garden City,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1929220140649905,0.01,0.01,0.01,0.3225806466666667,0.01,0.01,0.01,0.01,0.1935483847741936,0.4354838734354839,0.967741900645162,0.01,0.06451613,0.6578399076285262,0.01,0.01,0.01,0.01,-0.208661,51.80317
411,411,411,Bridlington,0.01,0.01,0.01,0.24583333886458336,0.01,0.10714286288265308,0.07272727141818182,0.9333333341307444,0.01,0.01,0.04717444854664983,0.57861953,0.7801418280285378,0.2328159641631064,0.01,0.01,0.036363636145454535,0.20227272320227274,0.01,0.01,0.022222222000000003,0.2949356309020159,0.08783368062814917,0.2727272706818182,0.01,0.01,-0.198802,54.08535
412,412,412,Stevenage,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1929220140649905,0.01,0.01,0.01,0.3225806466666667,0.01,0.01,0.01,0.01,0.1935483847741936,0.4354838734354839,0.967741900645162,0.01,0.06451613,0.6578399076285262,0.01,0.01,0.01,0.01,-0.19661199999999998,51.90376
413,413,413,Crawley,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16949152666666667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8972691622319469,0.01,0.12711864781779664,0.01,0.01,-0.18722750000000002,51.109140000000004
414,414,414,Huntingdon,0.01,0.01,0.01,0.2500000073750001,0.01,0.01,0.2033898223728814,0.20273161671795767,0.01,0.01,0.01,0.2259887,0.01,0.01,0.01,0.01,0.5084745740338983,0.3050847453050847,0.01,0.01,0.01,0.7174901203738501,0.01,0.01,0.01,0.01,-0.182552,52.33146
415,415,415,Hove,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.055555556666666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9747452814178172,0.01,0.01,0.01,0.01,-0.168749,50.82793
416,416,416,Spalding,0.01,0.01,0.01,0.7901785797254466,0.01,0.01,0.2142857022857144,0.10679611151135827,0.01,0.01,0.01,0.29761904666666666,0.01,0.15679442618849326,0.01,0.01,0.3214285692857143,0.24107142624107145,0.01,0.01,0.01,0.6211799789073011,0.01,0.01,0.01,0.01,-0.1537024,52.7901
417,417,417,Brighton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.055555556666666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9747452814178172,0.01,0.01,0.01,0.01,-0.137163,50.82253
418,418,418,London,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2873563233333333,0.01,0.01,1.0,0.01,0.01,0.1551724111551724,0.01,0.01,0.01,0.7909959026826519,0.01,0.01,0.01,0.01,-0.12775830000000002,51.50735
419,419,419,Grimsby,0.01,0.01,0.01,0.01,0.01,0.01,0.07272727141818182,0.8336569625893989,0.01,0.01,0.014742014562719966,0.4175084166666667,0.4054791850251388,0.3791574259715537,0.01,0.01,0.2363636409454546,0.12727272612727272,0.01,0.01,0.022222222000000003,0.34797043385499377,0.08783368062814917,0.5227272763068181,0.01,0.01,-0.08078400000000001,53.56746999999999
420,420,420,Boston,0.01,0.01,0.01,0.5267857198169643,0.01,0.01,0.2142857022857144,0.5339805814791215,0.01,0.01,0.01,0.29761904666666666,0.2867316096280177,0.2351916392827399,0.01,0.01,0.3214285692857143,0.24107142624107145,0.01,0.01,0.01,0.5400043033954395,0.01,0.01,0.01,0.01,-0.026576999999999996,52.97894
421,421,421,Royston,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.19935275504385586,0.01,0.01,0.01,0.36111111,0.01,0.01,0.01,0.01,0.30000000120000003,0.2999999973,1.0,0.01,0.01,0.6843166995987537,0.01,0.01,0.01,0.01,-0.024066,52.048140000000004
422,422,422,Louth_Lincs,0.01,0.01,0.01,0.01,0.01,0.01,0.07792207137662342,1.0,0.01,0.01,0.01579501456044321,0.4374098133333334,0.2432875431290287,0.2494456768298091,0.01,0.01,0.03896103615584415,0.2167207832167208,0.01,0.01,0.023809524,0.43218000315178257,0.0941075087476352,0.29220779323051943,0.01,0.01,-0.007711,53.36596
423,423,423,Lewes,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.00878,50.873870000000004
424,424,424,Chatteris,0.01,1.0,0.01,0.26339285990848216,0.01,0.01,0.2142857022857144,0.01,0.01,0.01,0.01,0.2083333333333333,0.01,0.15679442618849326,0.01,0.01,0.3214285692857143,0.08035713908035713,0.01,0.01,0.017857142,0.7294143139417889,0.01,0.01,0.01,0.01,0.054012,52.4561
425,425,425,Uckfield,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.095913,50.966409999999996
426,426,426,Cambridge,0.01,0.9333333408000004,0.01,0.01,0.01,0.01,0.19999999040000005,0.19935275504385586,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.30000000120000003,0.3750000033750001,1.0,0.01,0.016666666,0.696943983125841,0.01,0.01,0.01,0.01,0.12181700000000001,52.20534
427,427,427,Bishop's Stortford,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.01,0.0996763715413454,0.01,0.01,0.01,0.19444444333333336,0.01,0.01,0.01,0.01,0.01,0.07499999707499999,1.0,0.01,0.01,0.8358447080358331,0.01,0.01,0.01,0.01,0.15365020000000001,51.87216
428,428,428,Wisbech,0.01,0.01,0.01,0.26339285990848216,0.01,0.01,0.2142857022857144,0.01,0.01,0.01,0.01,0.2083333333333333,0.01,0.15679442618849326,0.01,0.01,0.3214285692857143,0.01,0.01,0.01,0.01,0.7700021516977198,0.01,0.01,0.01,0.01,0.158797,52.66631999999999
429,429,429,Sevenoaks,0.01,0.01,0.01,0.01,0.01,0.01,0.4666666522666667,0.01,0.01,0.01,0.01,0.17592592666666668,0.01,0.01,0.01,0.01,0.0999999964,0.01,0.01,0.01,0.01,0.8779357036354599,0.01,0.01,0.01,0.01,0.190898,51.27241
430,430,430,Tunbridge Wells,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.01,0.01,0.01,0.01,0.13888889,0.01,0.01,0.01,0.01,0.0999999964,0.01,0.01,0.01,0.01,0.9116087122543728,0.01,0.01,0.01,0.01,0.26369499999999996,51.13238
431,431,431,Eastbourne,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.29047199999999995,50.768029999999996
